pokemon_id,move_id
1,230
1,235
1,237
1,241
1,249
1,263
1,267
1,275
1,290
1,320
1,331
1,345
1,363
1,388
1,402
1,412
1,437
1,445
1,447
1,14
1,15
1,22
1,33
1,36
1,38
1,45
1,70
1,73
1,74
1,75
1,76
1,77
1,79
1,80
1,92
1,104
1,113
1,130
1,133
1,148
1,156
1,164
1,173
1,174
1,182
1,188
1,189
1,202
1,203
1,204
1,207
1,210
1,213
1,214
1,216
1,218
1,219
1,230
1,235
1,235
1,237
1,241
1,249
1,263
1,267
1,275
1,282
1,290
1,320
1,331
1,345
1,363
1,388
1,402
1,402
1,412
1,437
1,445
1,447
1,14
1,15
1,22
1,29
1,33
1,36
1,38
1,45
1,70
1,73
1,74
1,75
1,76
1,77
1,79
1,80
1,81
1,92
1,104
1,113
1,124
1,130
1,133
1,148
1,156
1,164
1,173
1,174
1,182
1,188
1,189
1,202
1,203
1,204
1,207
1,210
1,213
1,214
1,216
1,218
1,219
1,230
1,235
1,235
1,237
1,241
1,249
1,263
1,267
1,275
1,282
1,290
1,320
1,331
1,345
1,363
1,388
1,388
1,402
1,402
1,412
1,437
1,438
1,445
1,447
1,14
1,15
1,22
1,33
1,36
1,38
1,45
1,70
1,73
1,74
1,75
1,76
1,77
1,79
1,80
1,92
1,104
1,113
1,124
1,130
1,133
1,148
1,156
1,164
1,174
1,182
1,188
1,202
1,203
1,204
1,207
1,213
1,216
1,218
1,219
1,230
1,235
1,237
1,241
1,249
1,263
1,267
1,275
1,320
1,345
1,388
1,402
1,412
1,437
1,438
1,447
1,474
1,496
1,497
1,520
1,15
1,22
1,33
1,45
1,70
1,73
1,74
1,75
1,76
1,76
1,77
1,79
1,92
1,104
1,148
1,156
1,182
1,188
1,202
1,213
1,216
1,218
1,230
1,235
1,237
1,241
1,249
1,263
1,290
1,331
1,15
1,22
1,33
1,34
1,38
1,45
1,70
1,73
1,74
1,75
1,76
1,76
1,77
1,79
1,92
1,102
1,104
1,148
1,156
1,164
1,182
1,188
1,202
1,207
1,213
1,216
1,218
1,230
1,235
1,237
1,241
1,249
1,263
1,290
1,331
1,14
1,15
1,20
1,22
1,33
1,36
1,38
1,45
1,70
1,73
1,74
1,75
1,76
1,77
1,79
1,80
1,92
1,104
1,113
1,124
1,130
1,133
1,148
1,156
1,164
1,173
1,174
1,182
1,188
1,202
1,202
1,203
1,204
1,207
1,213
1,214
1,216
1,218
1,219
1,230
1,235
1,235
1,237
1,241
1,249
1,263
1,267
1,275
1,282
1,320
1,345
1,388
1,388
1,402
1,402
1,412
1,437
1,438
1,447
1,474
1,496
1,497
1,520
1,14
1,15
1,22
1,33
1,36
1,38
1,45
1,70
1,73
1,74
1,75
1,76
1,77
1,79
1,80
1,92
1,104
1,113
1,124
1,130
1,133
1,148
1,156
1,164
1,174
1,182
1,188
1,202
1,203
1,204
1,207
1,213
1,214
1,216
1,218
1,219
1,230
1,235
1,237
1,241
1,249
1,263
1,267
1,267
1,275
1,320
1,345
1,388
1,402
1,412
1,437
1,438
1,447
1,474
1,496
1,497
1,520
1,580
1,590
1,14
1,15
1,20
1,22
1,33
1,36
1,38
1,45
1,70
1,73
1,74
1,75
1,76
1,77
1,79
1,80
1,92
1,104
1,113
1,124
1,130
1,133
1,148
1,156
1,164
1,173
1,174
1,182
1,188
1,202
1,202
1,203
1,204
1,207
1,213
1,214
1,216
1,218
1,219
1,230
1,235
1,235
1,237
1,241
1,249
1,263
1,267
1,267
1,275
1,282
1,290
1,320
1,345
1,388
1,388
1,402
1,402
1,412
1,437
1,438
1,447
1,474
1,496
1,497
1,520
1,580
1,590
1,14
1,22
1,22
1,33
1,36
1,38
1,45
1,74
1,75
1,76
1,77
1,79
1,80
1,92
1,104
1,113
1,124
1,130
1,133
1,156
1,164
1,174
1,182
1,188
1,202
1,203
1,204
1,207
1,213
1,214
1,216
1,218
1,219
1,230
1,235
1,237
1,241
1,263
1,267
1,267
1,275
1,320
1,345
1,388
1,402
1,412
1,437
1,438
1,447
1,474
1,496
1,497
1,520
1,526
1,580
1,590
1,14
1,20
1,22
1,33
1,36
1,38
1,45
1,73
1,74
1,75
1,76
1,77
1,79
1,80
1,92
1,104
1,113
1,124
1,130
1,133
1,156
1,164
1,173
1,174
1,182
1,188
1,202
1,202
1,203
1,204
1,207
1,213
1,214
1,216
1,218
1,219
1,230
1,235
1,235
1,237
1,241
1,263
1,267
1,267
1,275
1,282
1,320
1,345
1,388
1,388
1,402
1,402
1,412
1,437
1,438
1,447
1,474
1,496
1,497
1,520
1,526
1,580
1,590
1,22
1,29
1,33
1,36
1,38
1,45
1,72
1,73
1,74
1,75
1,76
1,77
1,79
1,92
1,113
1,115
1,156
1,164
1,182
1,188
1,200
1,263
1,14
1,22
1,33
1,34
1,36
1,38
1,45
1,73
1,74
1,75
1,76
1,76
1,77
1,79
1,80
1,92
1,113
1,130
1,133
1,156
1,164
1,173
1,174
1,182
1,188
1,202
1,203
1,204
1,206
1,213
1,214
1,219
1,230
1,235
1,241
1,263
1,267
1,270
1,275
1,311
1,331
1,345
1,388
1,402
1,402
1,412
1,437
1,438
1,447
1,474
1,496
1,520
1,526
1,580
1,803
2,14
2,15
2,22
2,33
2,34
2,36
2,38
2,45
2,72
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,99
2,102
2,104
2,115
2,117
2,156
2,164
2,14
2,15
2,22
2,33
2,34
2,36
2,38
2,45
2,72
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,99
2,102
2,104
2,115
2,117
2,156
2,164
2,15
2,22
2,29
2,33
2,45
2,45
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,111
2,148
2,156
2,173
2,174
2,182
2,189
2,202
2,203
2,207
2,210
2,213
2,214
2,216
2,218
2,230
2,230
2,235
2,237
2,241
2,15
2,22
2,29
2,33
2,45
2,45
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,111
2,148
2,156
2,173
2,174
2,182
2,189
2,202
2,203
2,207
2,210
2,213
2,214
2,216
2,218
2,230
2,230
2,235
2,237
2,241
2,15
2,22
2,33
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,148
2,156
2,182
2,188
2,202
2,213
2,216
2,218
2,230
2,235
2,237
2,241
2,249
2,263
2,290
2,331
2,14
2,15
2,22
2,33
2,34
2,38
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,102
2,104
2,111
2,148
2,156
2,164
2,173
2,182
2,188
2,189
2,202
2,203
2,207
2,210
2,213
2,214
2,216
2,218
2,230
2,235
2,237
2,241
2,249
2,263
2,290
2,331
2,14
2,15
2,22
2,33
2,34
2,38
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,102
2,104
2,148
2,156
2,164
2,182
2,188
2,202
2,213
2,216
2,218
2,230
2,235
2,237
2,241
2,249
2,263
2,290
2,331
2,14
2,15
2,22
2,33
2,36
2,38
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,148
2,156
2,164
2,182
2,188
2,202
2,203
2,207
2,213
2,214
2,216
2,218
2,230
2,235
2,237
2,241
2,249
2,263
2,290
2,331
2,363
2,388
2,412
2,445
2,447
2,14
2,15
2,22
2,33
2,36
2,38
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,148
2,156
2,164
2,173
2,182
2,188
2,189
2,202
2,203
2,207
2,210
2,213
2,214
2,216
2,218
2,230
2,235
2,235
2,237
2,241
2,249
2,263
2,282
2,290
2,331
2,363
2,388
2,402
2,412
2,445
2,447
2,14
2,15
2,22
2,29
2,33
2,36
2,38
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,81
2,92
2,104
2,148
2,156
2,164
2,173
2,182
2,188
2,189
2,202
2,203
2,207
2,210
2,213
2,214
2,216
2,218
2,230
2,235
2,235
2,237
2,241
2,249
2,263
2,282
2,290
2,331
2,363
2,388
2,388
2,402
2,412
2,445
2,447
2,14
2,15
2,22
2,33
2,36
2,38
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,113
2,148
2,156
2,164
2,182
2,188
2,207
2,213
2,216
2,218
2,219
2,230
2,235
2,237
2,241
2,249
2,263
2,388
2,412
2,447
2,474
2,496
2,497
2,520
2,15
2,22
2,33
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,148
2,156
2,182
2,188
2,202
2,213
2,216
2,218
2,230
2,235
2,237
2,241
2,249
2,263
2,290
2,331
2,15
2,22
2,33
2,34
2,38
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,102
2,104
2,148
2,156
2,164
2,182
2,188
2,202
2,207
2,213
2,216
2,218
2,230
2,235
2,237
2,241
2,249
2,263
2,290
2,331
2,14
2,15
2,20
2,22
2,33
2,36
2,38
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,113
2,148
2,156
2,164
2,173
2,182
2,188
2,202
2,207
2,213
2,214
2,216
2,218
2,219
2,230
2,235
2,235
2,237
2,241
2,249
2,263
2,282
2,388
2,388
2,402
2,412
2,447
2,474
2,496
2,497
2,520
2,14
2,15
2,22
2,33
2,36
2,38
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,113
2,148
2,156
2,164
2,182
2,188
2,207
2,213
2,214
2,216
2,218
2,219
2,230
2,235
2,237
2,241
2,249
2,263
2,267
2,388
2,412
2,447
2,474
2,496
2,497
2,520
2,590
2,14
2,15
2,20
2,22
2,33
2,36
2,38
2,45
2,45
2,70
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,113
2,148
2,156
2,164
2,173
2,182
2,188
2,202
2,207
2,213
2,214
2,216
2,218
2,219
2,230
2,235
2,235
2,237
2,241
2,249
2,263
2,267
2,282
2,290
2,388
2,388
2,402
2,412
2,447
2,474
2,496
2,497
2,520
2,590
2,14
2,22
2,33
2,36
2,38
2,45
2,45
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,113
2,156
2,164
2,182
2,188
2,207
2,213
2,214
2,216
2,218
2,219
2,230
2,235
2,237
2,241
2,263
2,267
2,388
2,412
2,447
2,474
2,496
2,497
2,520
2,526
2,590
2,14
2,20
2,22
2,33
2,36
2,38
2,45
2,45
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,104
2,113
2,156
2,164
2,173
2,182
2,188
2,202
2,207
2,213
2,214
2,216
2,218
2,219
2,230
2,235
2,235
2,237
2,241
2,263
2,267
2,282
2,388
2,388
2,402
2,412
2,447
2,474
2,496
2,497
2,520
2,526
2,590
2,22
2,22
2,29
2,33
2,36
2,38
2,45
2,72
2,73
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,92
2,113
2,115
2,156
2,164
2,182
2,188
2,200
2,263
2,14
2,22
2,33
2,34
2,36
2,38
2,45
2,73
2,74
2,75
2,76
2,76
2,77
2,79
2,113
2,133
2,156
2,164
2,173
2,182
2,188
2,202
2,203
2,204
2,206
2,213
2,214
2,219
2,230
2,235
2,241
2,263
2,270
2,311
2,331
2,345
2,388
2,402
2,402
2,412
2,437
2,438
2,447
2,474
2,496
2,520
2,526
2,580
2,803
3,14
3,15
3,22
3,22
3,33
3,34
3,36
3,38
3,45
3,63
3,72
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,92
3,99
3,102
3,104
3,115
3,117
3,156
3,164
3,14
3,15
3,22
3,22
3,33
3,34
3,36
3,38
3,45
3,63
3,72
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,92
3,99
3,102
3,104
3,115
3,117
3,156
3,164
3,15
3,22
3,22
3,29
3,33
3,45
3,45
3,46
3,63
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,92
3,104
3,111
3,148
3,156
3,173
3,174
3,182
3,189
3,202
3,203
3,207
3,210
3,213
3,214
3,216
3,218
3,230
3,230
3,235
3,237
3,241
3,15
3,22
3,22
3,29
3,33
3,45
3,45
3,46
3,63
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,92
3,104
3,111
3,148
3,156
3,173
3,174
3,182
3,189
3,202
3,203
3,207
3,210
3,213
3,214
3,216
3,218
3,230
3,230
3,235
3,237
3,241
3,15
3,22
3,22
3,33
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,89
3,92
3,104
3,148
3,156
3,182
3,188
3,202
3,213
3,216
3,218
3,230
3,235
3,237
3,241
3,249
3,263
3,290
3,331
3,14
3,15
3,22
3,22
3,33
3,34
3,38
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,89
3,92
3,102
3,104
3,111
3,148
3,156
3,164
3,173
3,182
3,188
3,189
3,202
3,203
3,207
3,210
3,213
3,214
3,216
3,218
3,230
3,235
3,237
3,241
3,249
3,263
3,290
3,331
3,14
3,15
3,22
3,22
3,33
3,34
3,38
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,89
3,92
3,102
3,104
3,148
3,156
3,164
3,182
3,188
3,202
3,213
3,216
3,218
3,230
3,235
3,237
3,241
3,249
3,263
3,290
3,331
3,338
3,14
3,15
3,22
3,22
3,33
3,36
3,38
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,89
3,92
3,104
3,148
3,156
3,164
3,182
3,188
3,202
3,203
3,207
3,213
3,214
3,216
3,218
3,230
3,235
3,237
3,241
3,249
3,263
3,290
3,331
3,338
3,363
3,388
3,412
3,416
3,431
3,445
3,447
3,14
3,15
3,22
3,22
3,33
3,36
3,38
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,89
3,92
3,104
3,148
3,156
3,164
3,173
3,182
3,188
3,189
3,200
3,202
3,203
3,207
3,210
3,213
3,214
3,216
3,218
3,230
3,235
3,235
3,237
3,241
3,249
3,263
3,282
3,290
3,331
3,338
3,363
3,388
3,402
3,412
3,416
3,431
3,445
3,447
3,14
3,15
3,22
3,22
3,29
3,33
3,36
3,38
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,81
3,89
3,92
3,104
3,148
3,156
3,164
3,173
3,182
3,188
3,189
3,200
3,202
3,203
3,207
3,210
3,213
3,214
3,216
3,218
3,230
3,235
3,235
3,237
3,241
3,249
3,263
3,282
3,290
3,331
3,335
3,338
3,363
3,388
3,388
3,402
3,412
3,416
3,431
3,445
3,447
3,14
3,15
3,22
3,22
3,33
3,36
3,38
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,89
3,92
3,104
3,113
3,148
3,156
3,164
3,182
3,188
3,207
3,213
3,216
3,218
3,219
3,230
3,235
3,237
3,241
3,249
3,263
3,338
3,388
3,412
3,416
3,447
3,474
3,496
3,497
3,520
3,523
3,15
3,22
3,22
3,33
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,89
3,92
3,104
3,148
3,156
3,182
3,188
3,202
3,213
3,216
3,218
3,230
3,235
3,237
3,241
3,249
3,263
3,290
3,331
3,15
3,22
3,22
3,33
3,34
3,38
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,89
3,92
3,102
3,104
3,148
3,156
3,164
3,182
3,188
3,202
3,207
3,213
3,216
3,218
3,230
3,235
3,237
3,241
3,249
3,263
3,290
3,331
3,14
3,15
3,20
3,22
3,22
3,33
3,36
3,38
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,89
3,92
3,104
3,113
3,148
3,156
3,164
3,173
3,182
3,188
3,200
3,202
3,207
3,213
3,214
3,216
3,218
3,219
3,230
3,235
3,235
3,237
3,241
3,249
3,263
3,282
3,335
3,338
3,388
3,388
3,402
3,412
3,416
3,447
3,474
3,496
3,497
3,520
3,523
3,14
3,15
3,22
3,22
3,33
3,36
3,38
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,89
3,92
3,104
3,113
3,148
3,156
3,164
3,182
3,188
3,207
3,213
3,214
3,216
3,218
3,219
3,230
3,235
3,237
3,241
3,249
3,263
3,267
3,338
3,388
3,412
3,416
3,447
3,474
3,496
3,497
3,520
3,523
3,572
3,590
3,14
3,15
3,20
3,22
3,22
3,33
3,36
3,38
3,45
3,45
3,46
3,63
3,70
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,89
3,92
3,104
3,113
3,148
3,156
3,164
3,173
3,182
3,188
3,200
3,202
3,207
3,213
3,214
3,216
3,218
3,219
3,230
3,235
3,235
3,237
3,241
3,249
3,263
3,267
3,282
3,290
3,335
3,338
3,388
3,388
3,402
3,412
3,416
3,447
3,474
3,496
3,497
3,520
3,523
3,572
3,590
3,14
3,22
3,22
3,33
3,36
3,38
3,45
3,45
3,46
3,63
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,80
3,89
3,92
3,104
3,113
3,156
3,164
3,182
3,188
3,207
3,213
3,214
3,216
3,218
3,219
3,230
3,235
3,237
3,241
3,263
3,267
3,338
3,388
3,412
3,416
3,447
3,474
3,496
3,497
3,520
3,523
3,526
3,572
3,590
3,14
3,20
3,22
3,22
3,33
3,36
3,38
3,45
3,45
3,46
3,63
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,80
3,89
3,92
3,104
3,113
3,156
3,164
3,173
3,182
3,188
3,200
3,202
3,207
3,213
3,214
3,216
3,218
3,219
3,230
3,235
3,235
3,237
3,241
3,263
3,267
3,282
3,335
3,338
3,388
3,388
3,402
3,412
3,416
3,447
3,474
3,496
3,497
3,520
3,523
3,526
3,572
3,590
3,707
3,22
3,22
3,29
3,33
3,36
3,38
3,45
3,63
3,72
3,73
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,80
3,89
3,92
3,113
3,115
3,133
3,156
3,164
3,182
3,188
3,200
3,263
3,438
3,14
3,22
3,33
3,34
3,36
3,38
3,45
3,63
3,73
3,74
3,75
3,76
3,76
3,77
3,79
3,80
3,89
3,113
3,133
3,156
3,164
3,173
3,182
3,188
3,200
3,202
3,203
3,204
3,206
3,213
3,214
3,219
3,230
3,235
3,241
3,263
3,270
3,311
3,331
3,338
3,345
3,388
3,402
3,402
3,412
3,414
3,416
3,437
3,438
3,447
3,474
3,496
3,520
3,523
3,526
3,572
3,572
3,580
3,707
3,803
3,805
4,5
4,10
4,14
4,15
4,25
4,34
4,36
4,38
4,43
4,45
4,52
4,53
4,66
4,68
4,69
4,70
4,82
4,83
4,91
4,92
4,99
4,99
4,102
4,104
4,115
4,117
4,126
4,129
4,130
4,156
4,163
4,164
4,5
4,10
4,14
4,15
4,25
4,34
4,36
4,38
4,43
4,45
4,52
4,53
4,66
4,68
4,69
4,70
4,82
4,83
4,91
4,92
4,99
4,99
4,102
4,104
4,115
4,117
4,126
4,129
4,130
4,156
4,163
4,164
4,7
4,10
4,15
4,29
4,44
4,45
4,52
4,53
4,70
4,82
4,83
4,91
4,92
4,99
4,104
4,108
4,111
4,126
4,129
4,156
4,157
4,163
4,173
4,174
4,182
4,184
4,187
4,189
4,200
4,203
4,207
4,210
4,213
4,214
4,216
4,218
4,223
4,225
4,231
4,237
4,241
4,246
4,249
4,251
4,7
4,10
4,15
4,29
4,44
4,45
4,52
4,53
4,53
4,70
4,82
4,83
4,91
4,92
4,99
4,104
4,108
4,111
4,126
4,129
4,156
4,157
4,163
4,173
4,174
4,182
4,184
4,187
4,189
4,200
4,203
4,207
4,210
4,213
4,214
4,216
4,218
4,223
4,225
4,231
4,237
4,241
4,246
4,249
4,251
4,10
4,14
4,15
4,44
4,45
4,52
4,53
4,53
4,70
4,82
4,83
4,91
4,92
4,99
4,104
4,108
4,126
4,156
4,157
4,163
4,182
4,184
4,187
4,200
4,213
4,216
4,218
4,231
4,237
4,241
4,246
4,249
4,251
4,263
4,264
4,280
4,290
4,315
4,332
4,337
4,349
4,5
4,7
4,10
4,14
4,14
4,15
4,25
4,34
4,38
4,44
4,45
4,52
4,53
4,53
4,68
4,69
4,70
4,82
4,83
4,91
4,92
4,99
4,102
4,104
4,108
4,111
4,126
4,129
4,156
4,157
4,157
4,163
4,164
4,173
4,182
4,184
4,187
4,189
4,200
4,203
4,207
4,210
4,213
4,214
4,216
4,218
4,223
4,231
4,237
4,241
4,246
4,249
4,251
4,263
4,264
4,280
4,290
4,315
4,332
4,337
4,349
4,5
4,10
4,14
4,14
4,15
4,25
4,34
4,38
4,44
4,45
4,52
4,53
4,53
4,68
4,69
4,70
4,82
4,83
4,91
4,92
4,102
4,104
4,108
4,126
4,156
4,157
4,157
4,163
4,164
4,182
4,184
4,187
4,200
4,213
4,216
4,218
4,231
4,232
4,237
4,241
4,246
4,249
4,251
4,263
4,264
4,280
4,290
4,315
4,332
4,337
4,349
4,10
4,14
4,14
4,15
4,44
4,45
4,52
4,53
4,53
4,70
4,82
4,83
4,91
4,92
4,104
4,108
4,126
4,156
4,157
4,157
4,163
4,164
4,182
4,184
4,187
4,200
4,203
4,207
4,213
4,214
4,216
4,218
4,231
4,232
4,237
4,241
4,242
4,246
4,249
4,251
4,261
4,263
4,264
4,280
4,290
4,315
4,317
4,332
4,337
4,349
4,363
4,374
4,394
4,407
4,421
4,424
4,445
4,7
4,9
4,10
4,14
4,14
4,15
4,44
4,45
4,52
4,53
4,53
4,70
4,82
4,83
4,91
4,92
4,104
4,108
4,126
4,129
4,156
4,157
4,157
4,163
4,164
4,173
4,182
4,184
4,187
4,189
4,200
4,203
4,207
4,210
4,213
4,214
4,216
4,218
4,231
4,232
4,237
4,241
4,242
4,246
4,249
4,251
4,257
4,261
4,263
4,264
4,280
4,290
4,315
4,317
4,332
4,337
4,349
4,363
4,374
4,394
4,407
4,421
4,424
4,445
4,7
4,9
4,10
4,14
4,14
4,15
4,29
4,44
4,45
4,52
4,53
4,53
4,68
4,70
4,82
4,83
4,91
4,92
4,104
4,108
4,126
4,129
4,156
4,157
4,157
4,163
4,164
4,173
4,182
4,184
4,187
4,189
4,200
4,203
4,207
4,210
4,213
4,214
4,216
4,218
4,231
4,232
4,237
4,241
4,242
4,246
4,249
4,251
4,257
4,261
4,263
4,264
4,280
4,290
4,315
4,317
4,332
4,337
4,349
4,363
4,374
4,394
4,407
4,421
4,424
4,445
4,10
4,14
4,15
4,44
4,45
4,52
4,53
4,53
4,68
4,70
4,82
4,83
4,91
4,92
4,104
4,108
4,126
4,156
4,157
4,163
4,164
4,182
4,184
4,187
4,200
4,207
4,213
4,216
4,218
4,232
4,237
4,241
4,242
4,246
4,249
4,251
4,261
4,263
4,264
4,280
4,315
4,317
4,332
4,337
4,349
4,374
4,394
4,406
4,407
4,421
4,424
4,468
4,481
4,488
4,496
4,497
4,510
4,517
4,519
4,10
4,15
4,45
4,52
4,53
4,53
4,70
4,82
4,83
4,91
4,92
4,99
4,104
4,108
4,126
4,156
4,163
4,182
4,184
4,213
4,216
4,218
4,231
4,237
4,241
4,249
4,263
4,264
4,280
4,290
4,315
4,332
4,337
4,10
4,15
4,34
4,38
4,45
4,52
4,53
4,53
4,69
4,70
4,82
4,83
4,91
4,92
4,99
4,102
4,104
4,108
4,126
4,156
4,163
4,164
4,182
4,184
4,207
4,213
4,216
4,218
4,231
4,237
4,241
4,249
4,263
4,264
4,280
4,290
4,315
4,332
4,337
4,7
4,9
4,10
4,14
4,15
4,44
4,45
4,52
4,53
4,53
4,68
4,70
4,82
4,83
4,91
4,92
4,104
4,108
4,126
4,156
4,157
4,163
4,164
4,173
4,182
4,184
4,187
4,200
4,200
4,207
4,213
4,214
4,216
4,218
4,231
4,232
4,237
4,241
4,242
4,246
4,249
4,251
4,257
4,261
4,263
4,264
4,280
4,315
4,317
4,332
4,337
4,349
4,374
4,394
4,406
4,407
4,421
4,424
4,468
4,481
4,488
4,496
4,497
4,510
4,517
4,519
4,10
4,14
4,15
4,44
4,45
4,52
4,53
4,53
4,68
4,70
4,82
4,83
4,91
4,92
4,104
4,108
4,126
4,156
4,157
4,163
4,164
4,182
4,184
4,187
4,200
4,207
4,213
4,214
4,216
4,218
4,232
4,237
4,241
4,242
4,246
4,249
4,251
4,261
4,263
4,264
4,280
4,314
4,315
4,317
4,332
4,337
4,349
4,374
4,394
4,406
4,407
4,421
4,424
4,468
4,481
4,488
4,496
4,497
4,510
4,517
4,519
4,590
4,612
4,7
4,9
4,10
4,14
4,15
4,44
4,45
4,52
4,53
4,53
4,68
4,70
4,82
4,83
4,91
4,92
4,104
4,108
4,126
4,156
4,157
4,163
4,164
4,173
4,182
4,184
4,187
4,200
4,207
4,213
4,214
4,216
4,218
4,231
4,232
4,237
4,241
4,242
